model,source,feature_extraction_ms,inference_ms,total_ms
SVM (RBF),saved,12.781099998392165,1.8907999619841576,14.671899960376322
SVM (RBF),saved,12.821399956010282,0.9836000390350819,13.804999995045364
SVM (RBF),saved,12.5848000170663,0.9679000359028578,13.552700052969158
SVM (RBF),saved,10.54759998805821,0.9062000317499042,11.453800019808114
SVM (RBF),saved,10.828500031493604,1.0188999585807323,11.847399990074337
SVM (RBF),saved,12.166699976660311,1.5045000473037362,13.671200023964047
SVM (RBF),saved,13.146699988283217,1.1532999342307448,14.299999922513962
SVM (RBF),saved,12.753000017255545,0.968499924056232,13.721499941311777
SVM (RBF),saved,10.798700037412345,0.9672000305727124,11.765900067985058
SVM (RBF),saved,10.843300027772784,1.195400021970272,12.038700049743056
SVM (RBF),saved,11.224099900573492,1.0113000171259046,12.235399917699397
SVM (RBF),saved,12.058399966917932,0.9902000892907381,13.04860005620867
SVM (RBF),saved,11.380500043742359,0.9814000222831964,12.361900066025555
SVM (RBF),saved,11.625099927186966,1.076500047929585,12.701599975116551
SVM (RBF),saved,11.334700044244528,0.9471999946981668,12.281900038942695
SVM (RBF),saved,11.870699934661388,1.0447000386193395,12.915399973280728
SVM (RBF),saved,11.603099992498755,1.0461999336257577,12.649299926124513
SVM (RBF),saved,11.795400059781969,1.0921999346464872,12.887599994428456
SVM (RBF),saved,11.82030001655221,2.2734999656677246,14.093799982219934
SVM (RBF),saved,13.069399981759489,1.0167999425902963,14.086199924349785
SVM (RBF),saved,13.306600041687489,1.083299983292818,14.389900024980307
SVM (RBF),saved,11.902799946255982,1.4810999855399132,13.383899931795895
SVM (RBF),saved,13.82190000731498,1.1050000321120024,14.926900039426982
SVM (RBF),saved,14.743400039151311,1.4532000059261918,16.196600045077503
SVM (RBF),saved,12.949500000104308,1.0384999914094806,13.987999991513789
SVM (RBF),saved,10.686299996450543,0.9967000223696232,11.683000018820167
SVM (RBF),saved,13.107200036756694,1.3814999256283045,14.488699962384999
SVM (RBF),saved,14.324499992653728,1.3453999999910593,15.669899992644787
SVM (RBF),saved,12.800199910998344,1.922600087709725,14.72279999870807
SVM (RBF),saved,14.631600002758205,1.5516000567004085,16.183200059458613
SVM (RBF),saved,12.901199981570244,1.0226999875158072,13.923899969086051
SVM (RBF),saved,13.991000014357269,1.016200054436922,15.00720006879419
SVM (RBF),saved,12.781500001437962,1.1233000550419092,13.904800056479871
SVM (RBF),saved,14.835200039669871,1.0588000295683742,15.894000069238245
SVM (RBF),saved,12.15219998266548,0.9126999648287892,13.064899947494268
SVM (RBF),saved,10.33409999217838,0.9938000002875924,11.327899992465973
SVM (RBF),saved,9.942599921487272,0.9070000378414989,10.84959995932877
SVM (RBF),saved,14.032599981874228,1.3398999581113458,15.372499939985573
SVM (RBF),saved,15.397900016978383,1.0934999445453286,16.49139996152371
SVM (RBF),saved,13.005099957808852,1.5159000176936388,14.520999975502491
SVM (RBF),saved,12.29430001694709,0.9074999252334237,13.201799942180514
SVM (RBF),saved,11.07350003439933,1.5258999774232507,12.599400011822581
SVM (RBF),saved,13.416499947197735,1.2841999996453524,14.700699946843088
SVM (RBF),saved,13.186899945139885,0.9843000443652272,14.171199989505112
SVM (RBF),saved,10.792399989441037,1.4872000319883227,12.27960002142936
SVM (RBF),saved,13.278700062073767,1.375499996356666,14.654200058430433
SVM (RBF),saved,13.365100021474063,1.3907999964430928,14.755900017917156
SVM (RBF),saved,11.600399971939623,1.0317000560462475,12.63210002798587
SVM (RBF),saved,11.088600032962859,0.9932999964803457,12.081900029443204
SVM (RBF),saved,10.689000017009676,2.057399949990213,12.746399966999888
SVM (RBF),saved,11.20690000243485,0.8940999396145344,12.100999942049384
SVM (RBF),saved,12.902699992991984,1.0493999579921365,13.95209995098412
SVM (RBF),saved,11.686500045470893,0.9629999985918403,12.649500044062734
SVM (RBF),saved,12.068499927408993,0.9935999987646937,13.062099926173687
SVM (RBF),saved,11.046999949030578,1.014700043015182,12.06169999204576
SVM (RBF),saved,11.221900000236928,0.9886999614536762,12.210599961690605
SVM (RBF),saved,10.49559994135052,0.966200022958219,11.461799964308739
SVM (RBF),saved,11.666200007312,1.4188999775797129,13.085099984891713
SVM (RBF),saved,10.76400000602007,0.9740999666973948,11.738099972717464
SVM (RBF),saved,11.29000005312264,1.146299997344613,12.436300050467253
SVM (RBF),saved,10.918500018306077,1.028000027872622,11.946500046178699
SVM (RBF),saved,13.786499970592558,1.0807999642565846,14.867299934849143
SVM (RBF),saved,15.448399935849011,1.0047000832855701,16.45310001913458
SVM (RBF),saved,11.2572000361979,0.9805000154301524,12.237700051628053
SVM (RBF),saved,20.547599997371435,1.1532999342307448,21.70089993160218
SVM (RBF),saved,35.38969997316599,2.1138000302016735,37.50350000336766
SVM (RBF),saved,21.35559997987002,1.6789000947028399,23.03450007457286
SVM (RBF),saved,15.43989998754114,1.154000055976212,16.59390004351735
SVM (RBF),saved,14.29149997420609,1.3561999658122659,15.647699940018356
SVM (RBF),saved,18.815999967046082,1.295599970035255,20.111599937081337
SVM (RBF),saved,11.995699955150485,0.9708000579848886,12.966500013135374
SVM (RBF),saved,10.302400100044906,0.930099980905652,11.232500080950558
SVM (RBF),saved,11.22019998729229,0.9621999925002456,12.182399979792535
SVM (RBF),saved,10.666800080798566,0.9074999252334237,11.57430000603199
SVM (RBF),saved,12.050800025463104,1.0052999714389443,13.056099996902049
